id-article-new,id-article,Event-id-country,Event-id-no-country,Event Date 1,Event Date 2,Event-Year,datetime precision,Event-Type 1,Event-Type 2,Event-Type 3,Event-Type 4,nbre-event-type,Event-Type-health 1,Event-Type-health 2,Event-Type-health 3,Event-Type-health 4,Event-Type-Social 1,Event-Type-Social 2,Event-Type-Social 3,Event-Type-Social 4,Event-Type-Social 5,Event-Type-Social 6,Event-Type-Social 7,Event-Type-Movements 1,Event-Type-Movements 2,Event-Type-Movements 3,Event-Type-Movements 4,Event-Type-Movements 5,Event-Type-Movements 6,Event-Type Security 1,Event-Type Security 2,Event-Type Security 3,Event-Type Security 4,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of departed people by sea,Number of departed people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,Actors 1,Actors 2,Actors 3,,Sub-actors 1,Sub-actors 2,Sub-actors 3,Sub-actors 4,Sub-actors 5,Sub-actors 6,Sub-actors 7,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,City 2,Latitude-city 2_degrees,Latitude-city 2_minutes,Latitude-city 2_seconds,Latitude-city 2_direction,Longitude-city 2_degrees,Longitude-city 2_minutes,Longitude-city 2_seconds,Longitude-city 2_direction,City 3,Latitude-City 3_degrees,Latitude-City 3_minutes,Latitude-City 3_seconds,Latitude-City 3_direction,Longitude-City 3_degrees,Longitude-City 3_minutes,Longitude-City 3_seconds,Longitude-City 3_direction,City 4,Latitude-City 4_degrees,Latitude-City 4_minutes,Latitude-City 4_seconds,Latitude-City 4_direction,Longitude-City 4_degrees,Longitude-City 4_minutes,Longitude-City 4_seconds,Longitude-City 4_direction,Geo-precision,Source-Country,Source-date,Source-Type,Language,Source-Name,Notes,Link to the press article,Notes / Quotes
F175TUN,F378,TUN,TUN378,20-08-2020,,2020,Yes,Movements,Social,Health,,3,risk of infections,access to health care,,,NGOs actions,accomodation,government actions,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,NGO (Non Governmental Organisation),,CTR,UNHCR,CTR,,,,,TN-82-M‚denine => Zarzis,33,30,0,N,11,7,0,E,TN-82-M‚denine,33,21,"16,99",N,10,30,"19,01",E,,,,,,,,,,,,,,,,,,,Sure,France,08-09-2020,Written press,French,JEUNE AFRIQUE,Migrants en Tunisie : les centres du HCR sont-ils s–rs ?,"https://www.jeuneafrique.com/1041380/politique/migrants-en-tunisie-les-centres-du-hcr-sont-ils-surs/
",
F176TUN,F379,TUN,TUN379,20-09-2020,,2020,Yes,Social,Security,,,2,,,,,jobs,,,,,,,,,,,,,Riots,,,,,,,,,,,,,,,,,Migrants,,,,others,,,,,,,TN-51-Sousse,35,50,0,N,10,38,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,Tunisia,20-09-2020,Written press,French,REALITES ONLINE,Agression raciste d'un jeune subsaharien … Sousse: enquˆte ouverte et nouveaux d‚tails sur les circonstances,https://www.realites.com.tn/2020/09/agression-raciste-dun-jeune-noir-a-sousse-enquete-ouverte-et-nouveaux-details-sur-les-circonstances/,
F177ITA,F38,ITA,ITA38,13-07-2020,,2020,No,Movements,Health,,,2,quarantine,risk of infections,,,,,,,,,,Arrival by sea,,,,,,,,,,,,,,,1137,,,,,,,,Authorities,Migrants,,,Mayorship,,,,,,,IT-82-Sicilia => Lampedusa,35,31,,N,12,35,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,13-07-2020,Written press,French,Courrier International,Une vague d'arriv‚es de migrants en pleine pand‚mie fait monter la tension en Italie,https://www.courrierinternational.com/article/societe-une-vague-darrivees-de-migrants-en-pleine-pandemie-fait-monter-la-tension-en-italie,
A177TUN,F380,TUN,TUN380,03-08-2020,,2020,Yes,Movements,Security,Social,,3,,,,,government actions,,,,,,,Dying in sea,Rescued at sea,,,,,Killings,,,,,,1,,,,,,,,,,,Migrants,Authorities,,,others,,,,,,,TN-61-Sfax,35,44,26,N,10,45,37,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,Tunisia,04-08-2020,Radio,Arabic,MOSAIQUE FM,?????: ??????? ???? ????? ''????'' ???????? ??? ??????? ???????,https://www.mosaiquefm.net/ar/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%AA%D9%88%D9%86%D8%B3-%D8%AC%D9%87%D8%A7%D8%AA/777357/%D8%B5%D9%81%D8%A7%D9%82%D8%B3-%D9%8A%D9%82%D8%AA%D9%84%D9%88%D9%86%D9%87-%D8%AE%D9%84%D8%A7%D9%84-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%AD%D8%B1%D9%82%D8%A9-%D9%84%D8%A5%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D9%87-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AD%D9%85%D9%88%D9%84%D8%A9-%D8%A7%D9%84%D8%B2%D8%A7%D8%A6%D8%AF%D8%A9,
A178TUN,F381,TUN,TUN381,02-08-2020,,2020,Yes,Movements,Social,,,2,,,,,government actions,NGOs actions,,,,,,Arrival by sea,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,,,,,,,,,,TN-61-Sfax,35,44,26,N,10,45,37,E,TN-53-Mahdia,35,30,17,N,11,3,44,E,,,,,,,,,,,,,,,,,,,Sure,France,04-08-2020,Written press,Arabic,INFO MIGRANT,"?????? ??????? ??? ?????: ""???? ????????? ??????? ?????????? ?????? ?????? ??? ??????""",https://www.infomigrants.net/ar/post/26415/%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D8%AA%D9%88%D9%86%D8%B3%D9%8A-%D9%82%D9%8A%D8%B3-%D8%B3%D8%B9%D9%8A-%D8%AF-%D8%BA%D9%8A%D8%A7%D8%A8-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D9%82%D8%B1%D8%A7%D8%B1-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D9%8A-%D9%88%D8%A7%D9%84%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%D9%8A-%D9%8A%D8%AF%D9%81%D8%B9%D8%A7%D9%86-%D8%A7%D9%84%D8%B4%D8%A8%D8%A7%D8%A8-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D9%87%D8%AC%D8%B1%D8%A9,
A179TUN,F382,TUN,TUN382,,,2020,No,Movements,Social,,,2,,,,,government actions,,,,,,,Rescued at sea,Dying in sea,,,,,,,,,,,1,,28,,,,,,,,,Migrants,Authorities,Military,,,,,,,,,TN-61-Sfax,35,44,26,N,10,45,37,E,TN-53-Mahdia,35,30,17,N,11,3,44,E,,,,,,,,,,,,,,,,,,,Sure,France,30-07-2020,Written press,Arabic,INFO MIGRANT,????: ????? ????? ??? ?? ???? 4 ???? ?? ????? ???????? ???? ?? ??????? ?????,https://www.infomigrants.net/ar/post/26347/%D8%AA%D9%88%D9%86%D8%B3-%D8%A5%D9%86%D9%82%D8%A7%D8%B0-%D9%85%D9%87%D8%A7%D8%AC%D8%B1-%D8%A8%D8%B9%D8%AF-%D8%A3%D9%86-%D8%A3%D9%85%D8%B6%D9%89-4-%D8%A3%D9%8A%D8%A7%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D9%88%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D8%AA-%D8%AA%D8%A8%D8%AD%D8%AB-%D8%B9%D9%86-%D9%85%D9%81%D9%82%D9%88%D8%AF%D9%8A%D9%86-%D8%A2%D8%AE%D8%B1%D9%8A%D9%86?preview=1596123315372,
A180ITA,F383,ITA,ITA383,,,2020,No,Movements,Social,Health,,3,risk of infections,access to health care,,,NGOs actions,government actions,,,,,,Arrival by sea,,,,,,,,,,,,,,,1000,,,,,,,,Migrants,Authorities,,,,,,,,,,IT-82-Sicilia => Lampedusa,35,31,0,N,12,35,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,France,27-07-2020,Written press,Arabic,INFO MIGRANT,?????? ????? ?????? ????????? ???????? ??? ????????? ?????????.. ???? ?? ??? ??? ???? ????? ????,https://www.infomigrants.net/ar/post/26254/%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D9%85%D9%84%D8%AD%D9%88%D8%B8-%D8%A8%D8%A3%D8%B9%D8%AF%D8%A7%D8%AF-%D8%A7%D9%84%D9%85%D9%87%D8%A7%D8%AC%D8%B1%D9%8A%D9%86-%D8%A7%D9%84%D9%88%D8%A7%D9%81%D8%AF%D9%8A%D9%86-%D8%A5%D9%84%D9%89-%D9%84%D8%A7%D9%85%D8%A8%D9%8A%D8%AF%D9%88%D8%B2%D8%A7-%D8%A7%D9%84%D8%A5%D9%8A%D8%B7%D8%A7%D9%84%D9%8A%D8%A9-%D8%A3%D9%83%D8%AB%D8%B1-%D9%85%D9%86-%D8%A3%D9%84%D9%81-%D8%B4%D8%AE%D8%B5-%D8%AE%D9%84%D8%A7%D9%84-%D8%AB%D9%84%D8%A7%D8%AB%D8%A9-%D8%A3%D9%8A%D8%A7%D9%85?preview=1595860119071,
A181TUN,F384,TUN,TUN384,,,2020,No,Movements,Social,,,2,,,,,government actions,,,,,,,Arrival by sea,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,,,,,,,,,,IT-82-Sicilia => Lampedusa,35,31,0,N,12,35,0,E,TN-61-Sfax,34,44,26,N,10,45,37,E,,,,,,,,,,,,,,,,,,,Sure,France,10-08-2020,Written press,Arabic,INFO MIGRANT,??? ???? ??????? ??? ????? ????? #???? ????? ????? ????? ?????? ?????? ???? ??? ??? ??? ??????? ?? ????? ???????? ???? ???? ?????? ??? ??????? ??????? ?????? ???? ?????????.,https://www.infomigrants.net/ar/post/26540/%D8%AA%D9%88%D9%86%D8%B3-%D8%AA%D8%B9%D9%84%D9%86-%D8%A7%D8%AA%D8%AE%D8%A7%D8%B0-%D8%A5%D8%AC%D8%B1%D8%A7%D8%A1%D8%A7%D8%AA-%D8%B5%D8%A7%D8%B1%D9%85%D8%A9-%D9%84%D9%85%D8%AD%D8%A7%D8%B1%D8%A8%D8%A9-%D8%A7%D9%84%D9%87%D8%AC%D8%B1%D8%A9-%D8%BA%D9%8A%D8%B1-%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%B3%D9%88%D8%A7%D8%AD%D9%84%D9%87%D8%A7?preview=1597070800742,
A182ITA,F385,ITA,ITA385,,,2020,No,Movements,Social,Health,,3,risk of infections,quarantine,access to health care,,accomodation,government actions,NGOs actions,,,,,Arrival by sea,Departures,,,,,,,,,,,,,,14051,,,,,,,,Migrants,Authorities,NGO (Non Governmental Organisation),,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,France,12-08-2020,Written press,Arabic,INFO MIGRANT,?? ??????? ???? ????????? ?? ??????? ???? ????? ???????,https://www.infomigrants.net/ar/post/26552/%D9%87%D9%84-%D8%A7%D9%86%D8%AA-%D9%87%D9%83%D8%AA-%D8%AD%D9%82%D9%88%D9%82-%D8%A7%D9%84%D9%85%D9%87%D8%A7%D8%AC%D8%B1%D9%8A%D9%86-%D9%81%D9%8A-%D8%A5%D9%8A%D8%B7%D8%A7%D9%84%D9%8A%D8%A7-%D8%A8%D8%B3%D8%A8%D8%A8-%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7?preview=1597225412688,
A183ITA,F386,ITA,ITA386,,,2020,No,Movements,Social,Health,,3,infections,quarantine,access to health care,,accomodation,NGOs actions,government actions,,,,,Arrival by sea,,,,,,,,,,,,,,,,,,,,,,,Migrants,Health care,Authorities,,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,France,11-08-2020,Written press,Arabic,INFO MIGRANT,???????: ??? ????? ????? ??? ?????? ????? ???????? ??????19 ?? ???? ?????????,https://www.infomigrants.net/ar/post/26568/%D8%A5%D9%8A%D8%B7%D8%A7%D9%84%D9%8A%D8%A7-%D9%81%D8%AA%D8%AD-%D8%AA%D8%AD%D9%82%D9%8A%D9%82-%D9%82%D8%B6%D8%A7%D8%A6%D9%8A-%D8%A8%D8%B9%D8%AF-%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%A3%D8%B9%D8%AF%D8%A7%D8%AF-%D8%A7%D9%84%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%A8%D9%83%D9%88%D9%81%D9%8A%D8%AF19-%D9%81%D9%8A-%D9%85%D8%B1%D9%83%D8%B2-%D9%84%D9%84%D9%85%D9%87%D8%A7%D8%AC%D8%B1%D9%8A%D9%86?preview=1597160490152,
A184ITA,F387,ITA,ITA387,17-08-2020,,2020,Yes,Movements,Social,Health,,3,risk of infections,quarantine,,,accomodation,government actions,NGOs actions,,,,,Arrival by sea,Departures,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,NGO (Non Governmental Organisation),,,,,,,,,IT-82-Sicilia,37,35,"59,85",N,14,0,"55,36",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,France,17-08-2020,Written press,Arabic,INFO MIGRANT,?????? ??? ????????? ???????? ??? ??????? ????? 150%.. ?????? ???????? ????????? ?? ????? ??? ????,https://bit.ly/2CDmJ2m,
F178TUN,F388,TUN,TUN388,,,2020,No,Movements,Social,,,2,,,,,government actions,,,,,,,Arrival by sea,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,Coast guards,,,,,,,,,IT-82-Sicilia,37,35,"59,85",N,14,0,"55,36",E,IT-82-Sicilia => Lampedusa,35,31,0,N,12,35,0,E,TN-53-Mahdia,35,30,17,N,11,3,44,E,,,,,,,,,,Sure,Tunisia,09-08-2020,Written press,French,WEBDO.TN,Tunisie : Mise en place d'une strat‚gie s‚curitaire contre la migration irr‚guliŠre,http://www.webdo.tn/2020/08/09/tunisie-mise-en-place-dune-strategie-securitaire-contre-la-migration-irreguliere/,
F179TUN,F389,TUN,TUN389,,,2020,No,Movements,Social,,,2,,,,,government actions,,,,,,,Arrival by sea,,,,,,,,,,,,,,,,,,,,,,,Smugglers,Coast guards,Authorities,,,,,,,,,TN-53-Mahdia,35,30,17,N,11,3,44,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,Tunisia,08-08-2020,Written press,French,WEBDO.TN,Emigration irr‚guliŠre : 8 passeurs arrˆt‚s … Mahdia,http://www.webdo.tn/2020/08/08/emigration-irreguliere-8-passeurs-arretes-a-mahdia/,
F180TUN,F39,TUN,TUN39,2020-06-23,,2020,Yes,Health,,,,1,infections,quarantine,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,Migrants,Authorities,,,,,,,,,,TN-42-Kasserine,35,10,,N,8,50,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,Tunisia,2020-06-25,Written press,French,Tunisie num‚rique,Tunisie : Des immigr‚s ill‚gaux test‚s n‚gatifs au Covid-19,https://www.tunisienumerique.com/tunisie-des-immigres-illegaux-testes-negatifs-au-covid-19/,
F181TUN,F390,TUN,TUN390,,,2020,No,Movements,Social,,,2,,,,,government actions,NGOs actions,,,,,,Arrival by sea,,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,NGO (Non Governmental Organisation),,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,France,13-08-2020,Written press,French,SPUTNIK NEWS,Migration irr‚guliŠre: la Tunisie sous haute pression,https://fr.sputniknews.com/maghreb/202008131044250290-migration-irreguliere--la-tunisie-sous-haute-pression/,
A185TUN,F392,TUN,TUN392,,,2020,No,Movements,Social,,,2,,,,,government actions,,,,,,,Arrival by sea,Rescued at sea,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,Coast guards,,,,,,,,,TN-53-Mahdia,35,30,17,N,11,3,44,E,TN-61-Sfax,34,44,26,N,10,45,37,E,IT-82-Sicilia => Lampedusa,35,31,0,N,12,35,0,E,,,,,,,,,,Sure,UK,08-09-2020,Written press,Arabic,AL ARAY,?????? ??????... ??????? ??????? ??????? ?? ????? ?????,https://www.alaraby.co.uk/%D8%B9%D8%A7%D8%A6%D9%84%D8%A7%D8%AA-%D9%85%D9%87%D8%A7%D8%AC%D8%B1%D8%A9-%D8%AA%D9%88%D9%86%D8%B3%D9%8A%D9%88%D9%86-%D9%8A%D8%B1%D8%A7%D9%81%D9%82%D9%88%D9%86-%D8%A3%D8%B7%D9%81%D8%A7%D9%84%D9%87%D9%85-%D9%81%D9%8A-%D9%82%D9%88%D8%A7%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D9%88%D8%AA?utm_source=Facebook&utm_medium=ATV,
F182TUN,F393,TUN,TUN393,,,2020,No,Social,Movements,,,2,,,,,government actions,NGOs actions,,,,,,Arrival by sea,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,NGO (Non Governmental Organisation),,,,,,,,,TN-53-Mahdia,35,30,17,N,11,3,44,E,TN-61-Sfax,34,44,26,N,10,45,37,E,,,,,,,,,,,,,,,,,,,Sure,Tunisia,16-08-2020,Written press,French,LEADERS,"Migration clandestine - Deux ministres italiens et deux commissaires europ‚ens … Tunis, ce lundi : tiendront-ils leurs engagements",https://www.leaders.com.tn/article/30433-migration-clandestine-deux-ministres-italiens-et-deux-commissaires-europeens-a-tunis-ce-lundi-tiendront-ils-leurs-engagements,
A186TUN,F394,TUN,TUN394,,,2020,No,Movements,Social,,,2,,,,,government actions,,,,,,,Arrival by sea,Rescued at sea,,,,,,,,,,,,,73,,,,,,,,,Migrants,Authorities,NGO (Non Governmental Organisation),,,,,,,,,TN-82-M‚denine,33,21,"16,99",N,10,30,43849,E,TN-61-Sfax => Kerkennah,34,42,56,N,11,11,25,E,,,,,,,,,,,,,,,,,,,Sure,Turkey,16-08-2020,Written press,Arabic,AA,????? 73 ???? ?????? ?????? ???? ??? ??????,https://www.aa.com.tr/ar/%d8%a7%d9%84%d8%af%d9%88%d9%84-%d8%a7%d9%84%d8%b9%d8%b1%d8%a8%d9%8a%d8%a9/%d8%aa%d9%88%d9%86%d8%b3-%d8%aa%d9%88%d9%82%d9%8a%d9%81-73-%d8%b4%d8%ae%d8%b5%d8%a7-%d8%a8%d8%a5%d8%ad%d8%a8%d8%a7%d8%b7-%d8%b9%d9%85%d9%84%d9%8a%d8%a7%d8%aa-%d9%87%d8%ac%d8%b1%d8%a9-%d8%ba%d9%8a%d8%b1-%d9%86%d8%b8%d8%a7%d9%85%d9%8a%d8%a9-/1943358,
F183TUN,F395,TUN,TUN395,,,2020,No,Movements,Social,,,2,,,,,government actions,,,,,,,Arrival by sea,,,,,,,,,,,,,,,15406,,,,,,,,Migrants,Authorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,Tunisia,17-08-2020,Written press,French,WEBDO.TN,Tunisie : 6465 migrants irr‚guliers tunisiens ont d‚barqu‚ en Italie en prŠs de huit mois,http://www.webdo.tn/2020/08/17/tunisie-6465-migrants-irreguliers-tunisiens-ont-debarque-en-italie-en-pres-de-huit-mois/,
F184ITA,F396,ITA,ITA396,,,2020,No,Movements,Social,Health,,3,risk of infections,quarantine,,,government actions,,,,,,,Arrival by sea,Departures,,,,,,,,,,,,,,,,,,,,,,Migrants,Authorities,Health care,,,,,,,,,TN-11-Tunis,36,48,3,N,10,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,France,17-08-2020,Written press,French,INFO MIGRANT,Italie : Les arriv‚es de migrants dans le pays ont augment‚ de prŠs de 150% depuis le d‚but de l'ann‚e par rapport … la mˆme p‚riode en 2019. Beaucoup proviennent de Tunisie,http://infomi.gr/18Xv.T,
F185ITA,F397,ITA,ITA397,17-08-2020,,2020,Yes,Movements,Social,,,2,,,,,government actions,,,,,,,Arrival by sea,Departures,,,,,,,,,,,,,,,,,,,,,,Authorities,Migrants,,,,,,,,,,TN-11-Tunis,36,48,3,N,10,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,France,17-08-2020,Written press,French,LE FIGARO,L'Italie ne veut plus de migrants ill‚gaux sur son territoire,https://amp.lefigaro.fr/flash-actu/l-italie-ne-veut-plus-de-migrants-illegaux-sur-son-territoire-20200817,
F186TUN,F398,TUN,TUN398,17-08-2020,,2020,Yes,Movements,Social,,,2,,,,,government actions,,,,,,,Arrival by sea,Departures,,,,,,,,,,,,,,,,,,,,,,Authorities,Migrants,,,,,,,,,,TN-11-Tunis,36,48,3,N,10,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,Tunisia,17-08-2020,Written press,French,WEBDO.TN,"A Tunis, Luigi Di Maio avertit, … nouveau, les migrants irr‚guliers ! ",http://webdo.tn/2020/08/17/a-tunis-luigi-di-maio-avertit-a-nouveau-les-migrants-irreguliers,
A187TUN,F399,TUN,TUN399,,,2020,No,Movements,Social,,,2,,,,,NGOs actions,government actions,,,,,,Arrival by sea,,,,,,,,,,,,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),Authorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,Tunisia,17-08-2020,Radio,Arabic,MOSAIQUE FM,??????? ???????? ???? 10 ????? ???? ???? ??? ?????? ???????,https://www.mosaiquefm.net/ar/%D8%AA%D9%88%D9%86%D8%B3-%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D9%88%D8%B7%D9%86%D9%8A%D8%A9/782445/%D8%A7%D9%84%D8%A5%D8%AA%D8%AD%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D9%8A-%D9%8A%D8%AE%D8%B5%D8%B5-10-%D9%85%D9%84%D9%8A%D9%88%D9%86-%D8%A3%D9%88%D8%B1%D9%88-%D9%84%D8%AF%D8%B9%D9%85-%D8%AD%D8%B1%D8%B3-%D8%A7%D9%84%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D9%84%D8%AA%D9%88%D9%86%D8%B3%D9%8A,
F187TUN,F4,TUN,TUN4,2020-04-12,,2020,Yes,Social,,,,1,,,,,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,Tunisia,2020-04-12,Video,French,Afrikyes,"Coronavirus:les Africains subsahariens
 r‚sidant en Tunisie adressent un message
 au pays",https://www.youtube.com/watch?v=Pu3V-gZ0Cy8&feature=youtu.be,
F188TUN,F40,TUN,TUN40,,,2020,Yes,Movements,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),,,,UNHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately,France,2020-06-25,Written press,French,Infos migrants,Immigration clandestine : qu'est-ce qui pousse les maghr‚bins … reprendre la route de l'exil ?,https://www.infomigrants.net/fr/post/25613/immigration-clandestine-qu-est-ce-qui-pousse-les-maghrebins-a-reprendre-la-route-de-l-exil,
A188TUN,F400,TUN,TUN400,,,2020,No,Movements,Social,,,2,,,,,NGOs actions,government actions,,,,,,Arrival by sea,,,,,,,,,,,,,,,,,,,,,,,Migrants,NGO (Non Governmental Organisation),Authorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,Tunisia,17-08-2020,Video,Arabic,MOSAIQUE FM,(L'Union europ‚enne alloue 10 millions d'euros pour soutenir les garde-frontiŠres tunisiens),https://www.mosaiquefm.net/ar/%D8%AA%D9%88%D9%86%D8%B3-%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D9%88%D8%B7%D9%86%D9%8A%D8%A9/782445/%D8%A7%D9%84%D8%A5%D8%AA%D8%AD%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D9%8A-%D9%8A%D8%AE%D8%B5%D8%B5-10-%D9%85%D9%84%D9%8A%D9%88%D9%86-%D8%A3%D9%88%D8%B1%D9%88-%D9%84%D8%AF%D8%B9%D9%85-%D8%AD%D8%B1%D8%B3-%D8%A7%D9%84%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D9%84%D8%AA%D9%88%D9%86%D8%B3%D9%8A,SAME LINK AS THE PREVIOUS
F189TUN,F401,TUN,TUN401,18-08-2020,,2020,Yes,Movements,,,,1,,,,,,,,,,,,Departure by sea,,,,,,,,,,,,,,,,,15,,,,,,Migrants,Authorities,,,Governorate,,,,,,,TN-82-M‚denine => Zarzis,33,30,,N,11,7,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,Tunisia,18-08-2020,Written press,French,Webdo,Emigration irr‚guliŠre : 15 personnes arrˆt‚es … Zarzis,http://www.webdo.tn/2020/08/18/emigration-irreguliere-15-personnes-arretees-a-zarzis/,
F190TUN,F402,TUN,TUN402,,,2020,No,Movements,,,,1,,,,,,,,,,,,Rescued at sea,Dying in sea,,,,,,,,,,,1,,,,,18,,,,,,Migrants,Authorities,,,Governorate,,,,,,,TN-82-M‚denine => Zarzis,33,30,,N,11,7,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,Tunisia,20-08-2020,Written press,French,Webdo,Emigration irr‚guliŠre : Un corps repˆch‚ et une personne disparue au large de Zarzis,http://www.webdo.tn/2020/08/20/emigration-irreguliere-un-corps-repeche-et-une-personne-disparue-au-large-de-zarzis/,
F191TUN,F403,TUN,TUN403,,,2020,No,Movements,,,,1,,,,,,,,,,,,Departure by sea,,,,,,,,,,,,,,,,,6000,,,,,,Migrants,,,,,,,,,,,TN-53-Mahdia,35,30,17,N,11,3,44,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,France,28-08-2020,Written press,French,Le monde,"Tous veulent partir d'ici ¯ : Mounir Ben Njima, le Tunisien qui est revenu",https://www.lemonde.fr/afrique/article/2020/08/28/tous-veulent-partir-d-ici-mounir-ben-njima-le-tunisien-qui-est-revenu_6050233_3212.html,
F192ITA,F405,ITA,ITA405,29-08-2020,,2020,Yes,Movements,,,,1,,,,,,,,,,,,Arrival by sea,,,,,,,,,,,,,,,450,,,,,,,,Migrants,Coast guards,,,Governorate,,,,,,,IT-82-Sicilia => Lampedusa,35,31,,N,12,35,,E,IT-82-Sicilia,37,35,"59,85",N,14,0,"55,36",E,,,,,,,,,,,,,,,,,,,Sure,Tunisia,30-08-2020,Written press,French,Webdo,"A bord d'un bateau de pˆche, 450 Tunisiens atteignent les c“tes italiennes",http://www.webdo.tn/2020/08/30/a-bord-dun-bateau-de-peche-450-tunisiens-atteignent-les-cotes-italiennes/,
F193ITA,F406,ITA,ITA406,,,,No,Movements,,,,1,,,,,,,,,,,,Arrival by sea,Rescued at sea,,,,,,,,,,,,,,450,,,,,,,,Migrants,Coast guards,Police,,Governorate,,,,,,,IT-82-Sicilia => Lampedusa,35,31,,N,12,35,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,France,30-08-2020,Written press,French,metro,450 migrants d‚barquent … Lampedusa sur un bateau de pˆche,https://fr.metrotime.be/2020/08/30/actualite/450-migrants-debarquent-a-lampedusa-sur-un-bateau-de-peche/,
